listing_key,oof_prob,credit_score_computed
311027,0.074713,560
301670,0.026871,591
193242,0.034626,583
237981,0.030935,587
169494,0.146547,538
279444,0.033456,584
125688,0.148723,537
276739,0.049242,573
338754,0.108388,548
175127,0.100279,550
284402,0.197715,528
270050,0.042629,577
284245,0.077522,559
119406,0.069145,562
429002,0.093031,553
333453,0.077665,559
179824,0.122027,544
184573,0.039458,579
394989,0.052304,571
120747,0.062495,565
154772,0.156709,536
366819,0.179436,531
307341,0.074402,560
332467,0.080253,557
137117,0.12816,542
426464,0.048779,573
418362,0.081882,557
189427,0.047926,573
139259,0.033554,584
416752,0.103869,549
393966,0.034404,583
342717,0.024205,594
146418,0.147801,538
455266,0.064591,564
363305,0.034263,583
435115,0.085006,556
236487,0.12361,544
229225,0.024194,594
389663,0.049616,572
259457,0.074815,560
287193,0.041533,578
331732,0.051336,571
448959,0.065586,564
442325,0.066867,563
158247,0.109667,548
412127,0.043712,576
147414,0.072134,561
144814,0.057707,568
396399,0.077639,559
174152,0.071974,561
135033,0.12552,543
164114,0.04782,573
183493,0.187593,529
304073,0.106906,548
385954,0.088615,554
397611,0.0575,568
311016,0.053225,570
440790,0.13197,541
414906,0.164042,534
110108,0.063718,565
454657,0.234521,521
322960,0.108858,548
174990,0.095937,552
297535,0.084286,556
113575,0.05572,569
192299,0.005968,635
376176,0.081774,557
296636,0.06168,566
230741,0.026335,591
289506,0.065487,564
414761,0.109386,548
179402,0.05677,568
437619,0.199426,527
266250,0.064943,564
282123,0.064763,564
140882,0.050529,572
150004,0.068574,562
293641,0.043344,576
277337,0.074489,560
257606,0.188484,529
403110,0.03484,583
271709,0.052833,570
224588,0.034177,584
392817,0.054656,569
334800,0.094,552
417269,0.039701,579
228143,0.139627,540
207165,0.123035,544
435338,0.143145,539
233905,0.030849,587
234924,0.097764,551
209293,0.028161,589
270779,0.158862,535
107375,0.122556,544
182185,0.164372,534
244303,0.111783,547
155816,0.064266,564
388685,0.130063,542
196755,0.062774,565
125968,0.156275,536
272995,0.065419,564
254469,0.05799,568
381523,0.03456,583
178461,0.204595,526
186087,0.031202,586
418035,0.055225,569
180343,0.033244,584
444226,0.043,577
432299,0.043946,576
356794,0.119393,545
372026,0.072281,561
333912,0.051649,571
283908,0.023632,594
142904,0.083459,556
277493,0.098954,551
143879,0.206722,526
125882,0.078153,558
401526,0.117455,545
195308,0.088225,555
280188,0.023629,594
383225,0.1024,550
126771,0.111118,547
154976,0.037778,581
179335,0.073579,560
329468,0.093236,553
193666,0.065131,564
244531,0.108725,548
281799,0.057212,568
352552,0.01994,600
295964,0.151078,537
368054,0.063599,565
171336,0.033784,584
404525,0.103111,550
116497,0.134027,541
230887,0.077681,559
343771,0.124655,543
270905,0.065312,564
207723,0.022813,596
303866,0.059162,567
419809,0.180685,531
344417,0.097284,551
305418,0.08106,557
244241,0.06129,566
214009,0.149112,537
430115,0.026117,592
339029,0.110753,547
328687,0.098653,551
325846,0.028729,589
169756,0.178287,531
261518,0.213377,525
149115,0.052744,570
184969,0.035544,582
444564,0.042227,577
418991,0.03497,583
315512,0.037006,581
239220,0.051691,571
110515,0.097192,551
377376,0.133933,541
409630,0.063016,565
297084,0.164735,534
380433,0.084907,556
208466,0.012668,613
244888,0.057271,568
119173,0.050079,572
268531,0.084153,556
104660,0.112474,547
120394,0.055498,569
218493,0.050727,572
451434,0.035835,582
154502,0.071529,561
377829,0.05566,569
125936,0.040549,578
215023,0.041658,578
216268,0.08734,555
448314,0.032272,585
125442,0.115032,546
218696,0.090658,554
288038,0.219552,524
172528,0.094306,552
191198,0.063119,565
145038,0.034329,583
315249,0.104911,549
412255,0.08668,555
455966,0.151773,537
118520,0.014278,609
336362,0.139071,540
200612,0.050889,572
368771,0.090416,554
254099,0.021363,597
401591,0.096547,552
455698,0.061261,566
405226,0.05424,570
179857,0.062124,565
217107,0.088222,555
167176,0.037144,581
310250,0.161259,535
219851,0.052619,571
166233,0.145689,538
226415,0.10968,548
377875,0.063758,565
148837,0.100902,550
239926,0.15471,536
387304,0.078888,558
216412,0.125115,543
147650,0.060082,566
107759,0.099837,551
259012,0.051485,571
222236,0.183667,530
182700,0.190035,529
160937,0.055182,569
309768,0.101225,550
269603,0.080854,557
448119,0.067815,563
304641,0.074062,560
424785,0.116974,545
444437,0.03911,579
425637,0.060574,566
353178,0.047975,573
176205,0.058494,567
289443,0.168872,533
363878,0.16377,534
319318,0.033092,584
367508,0.063407,565
103276,0.065597,564
301522,0.086478,555
450739,0.155206,536
402281,0.096132,552
127394,0.151965,537
171522,0.032888,585
364143,0.061841,566
275716,0.047318,574
224870,0.049675,572
382273,0.017758,603
370619,0.067571,563
250384,0.067739,563
156956,0.126481,543
404176,0.099225,551
371039,0.068537,562
410436,0.032984,585
291821,0.193058,528
276283,0.099565,551
244263,0.077564,559
109269,0.111677,547
316669,0.034767,583
416047,0.18181,531
379731,0.065338,564
170195,0.065081,564
290417,0.081873,557
263581,0.067048,563
429198,0.039146,579
247449,0.140879,539
181436,0.054845,569
375002,0.04095,578
286912,0.022945,595
387810,0.140489,539
426393,0.092173,553
271196,0.173392,532
115496,0.052034,571
396287,0.045118,575
243903,0.07038,562
229550,0.132101,541
211100,0.085422,556
164595,0.042693,577
334959,0.159312,535
277421,0.022213,596
432960,0.054856,569
345838,0.089561,554
396367,0.035104,583
129031,0.038173,580
227340,0.073088,560
358584,0.025701,592
427470,0.114962,546
102800,0.144658,538
259687,0.054892,569
371648,0.060252,566
246343,0.04981,572
178501,0.064113,564
393079,0.127556,543
375184,0.13642,540
258878,0.079326,558
175443,0.072328,561
264885,0.061559,566
421821,0.061531,566
121701,0.109216,548
359832,0.136463,540
315012,0.030705,587
129820,0.126467,543
346209,0.056731,568
418768,0.041289,578
166105,0.123275,544
372072,0.035913,582
440418,0.168,533
230129,0.145625,538
386615,0.069289,562
172871,0.041463,578
382021,0.034256,583
251994,0.084509,556
132523,0.134876,541
338484,0.071683,561
346740,0.072242,561
373113,0.03884,580
175663,0.104519,549
268639,0.079245,558
163630,0.063813,565
361798,0.127905,543
199863,0.078342,558
319695,0.161668,535
441916,0.084169,556
324193,0.029755,588
105841,0.04792,573
129155,0.142746,539
329011,0.041868,577
385664,0.074757,560
416234,0.065229,564
342942,0.094006,552
264917,0.101547,550
396168,0.026394,591
287175,0.201701,527
338759,0.050018,572
192521,0.040715,578
169837,0.069117,562
344226,0.029418,588
158692,0.050639,572
259130,0.055619,569
447925,0.086327,555
283011,0.078704,558
292980,0.035199,583
203812,0.056102,569
241742,0.043586,576
251015,0.014148,610
324959,0.021754,597
277713,0.096577,552
413085,0.037082,581
161522,0.10164,550
143224,0.02749,590
336312,0.057742,568
179118,0.031225,586
122423,0.156859,536
332081,0.059009,567
417476,0.108511,548
364588,0.051171,571
336578,0.021789,597
424975,0.128518,542
436218,0.152364,537
149834,0.028641,589
350260,0.083524,556
107791,0.036822,581
341117,0.087782,555
254768,0.111849,547
293743,0.058439,567
289496,0.089741,554
239602,0.060501,566
117267,0.084084,556
435101,0.057853,568
391697,0.068542,562
165988,0.150388,537
284030,0.046355,574
424379,0.120667,544
173365,0.066619,563
345017,0.030667,587
112825,0.185287,530
398000,0.10036,550
190122,0.135768,541
385240,0.052333,571
210564,0.128529,542
313318,0.100903,550
453225,0.107713,548
311488,0.058561,567
450783,0.112403,547
365804,0.082709,557
348725,0.053877,570
230891,0.109373,548
399875,0.03508,583
215294,0.052164,571
260372,0.107547,548
129680,0.08506,556
332128,0.094157,552
200884,0.034087,584
238798,0.038307,580
154997,0.105507,549
441581,0.03928,579
104733,0.063862,565
307213,0.107278,548
161296,0.225899,523
408813,0.152457,537
409872,0.076973,559
454529,0.086115,555
202505,0.082783,557
397685,0.028389,589
453272,0.094752,552
237509,0.054244,570
441636,0.053882,570
342565,0.036143,582
375941,0.07264,561
322553,0.053075,570
206370,0.162491,534
193310,0.161612,535
323323,0.066339,563
107822,0.04411,576
322152,0.054261,570
146326,0.063375,565
117238,0.065581,564
305852,0.177623,531
374839,0.127633,543
372056,0.092803,553
176662,0.064236,564
285845,0.057186,568
258001,0.088578,554
178469,0.084921,556
226357,0.182072,530
267583,0.083641,556
364640,0.073523,560
411823,0.131032,542
361699,0.065,564
267095,0.047184,574
128322,0.041057,578
315358,0.075996,559
439152,0.072323,561
401417,0.27767,515
150246,0.076283,559
167535,0.085065,556
285654,0.074997,560
229239,0.04214,577
161442,0.038536,580
353341,0.08947,554
239248,0.092261,553
106037,0.026806,591
100070,0.045052,575
109078,0.069504,562
138907,0.034996,583
308809,0.062947,565
123228,0.177661,531
407595,0.094909,552
102023,0.078843,558
118535,0.032781,585
396718,0.054908,569
109770,0.110931,547
295664,0.072594,561
230954,0.054649,569
439386,0.037854,580
232136,0.238457,521
427938,0.078295,558
358691,0.226309,523
337215,0.089992,554
177492,0.091802,553
344451,0.205694,526
318949,0.052418,571
167847,0.024912,593
294460,0.048345,573
385087,0.197701,528
181756,0.105669,549
380270,0.048438,573
117037,0.116528,546
126637,0.062991,565
109791,0.014934,608
395244,0.163863,534
199094,0.027883,590
347918,0.103002,550
426283,0.050285,572
196324,0.118879,545
246172,0.050054,572
166401,0.142991,539
209181,0.085559,555
271511,0.028293,589
363639,0.064185,564
149386,0.090682,554
213810,0.082403,557
379576,0.114564,546
264762,0.149081,537
187754,0.075729,559
194060,0.106003,549
371390,0.071778,561
196881,0.049579,572
441146,0.125412,543
129310,0.07522,560
216546,0.037948,580
383578,0.030065,587
123505,0.08201,557
312532,0.082029,557
283332,0.072381,561
348808,0.126615,543
202627,0.186032,530
455814,0.049465,572
225907,0.163027,534
316361,0.046335,574
370296,0.078248,558
334940,0.134141,541
246090,0.132933,541
408995,0.089657,554
356783,0.071178,561
354462,0.045922,575
149315,0.085947,555
150048,0.034196,584
211492,0.028205,589
446539,0.035842,582
134497,0.041906,577
130120,0.035798,582
341726,0.168334,533
279518,0.117027,545
312450,0.150412,537
301594,0.084495,556
455594,0.154352,536
302726,0.024636,593
309961,0.03085,587
443257,0.069434,562
324070,0.129573,542
195986,0.125893,543
304913,0.066431,563
293006,0.186509,530
107414,0.03596,582
112503,0.127363,543
308049,0.042689,577
256410,0.044616,576
151782,0.055782,569
248399,0.034253,583
341450,0.143504,539
117926,0.097612,551
308653,0.187672,529
186852,0.052426,571
275361,0.185012,530
280709,0.071682,561
358241,0.036099,582
183569,0.065864,564
274770,0.066709,563
376683,0.101846,550
231511,0.066967,563
164183,0.20734,526
340598,0.062568,565
447189,0.103094,550
113780,0.042097,577
247387,0.144501,538
252501,0.011857,615
139725,0.071847,561
119598,0.128097,542
256674,0.022736,596
426801,0.07075,561
242447,0.127078,543
163732,0.220555,524
111756,0.070591,561
249281,0.023462,595
288102,0.166595,534
237059,0.090875,554
330551,0.040934,578
353369,0.028722,589
410069,0.066036,564
104117,0.03508,583
105752,0.118715,545
152825,0.07093,561
250119,0.008776,624
118439,0.10919,548
160171,0.050897,572
218348,0.079826,558
335763,0.068407,562
275379,0.268398,516
122920,0.157416,536
143040,0.03501,583
437405,0.094678,552
267894,0.068223,563
172854,0.062307,565
326555,0.081935,557
124812,0.045918,575
424170,0.073831,560
380661,0.038139,580
374351,0.068282,563
395960,0.057988,568
248862,0.142185,539
167750,0.066734,563
382394,0.048725,573
196494,0.125231,543
325575,0.038179,580
212840,0.059454,567
268102,0.06568,564
427236,0.067419,563
379531,0.030307,587
367327,0.060458,566
423286,0.043771,576
269971,0.11219,547
155712,0.071804,561
175907,0.069968,562
385292,0.31779,509
235516,0.049167,573
237504,0.05606,569
333785,0.186541,530
227250,0.03744,581
437297,0.085549,555
182456,0.039072,580
145458,0.051782,571
299922,0.108425,548
327738,0.124854,543
343307,0.123313,544
422125,0.106598,548
169073,0.059395,567
145260,0.298918,512
195844,0.103631,549
203688,0.018863,601
284474,0.077379,559
412596,0.181643,531
347412,0.070067,562
391260,0.106338,549
417905,0.101931,550
289854,0.177019,531
341248,0.044024,576
249530,0.050287,572
105093,0.054038,570
333869,0.106885,548
342234,0.040587,578
400913,0.024452,593
271301,0.033659,584
177043,0.234512,521
201191,0.071642,561
308743,0.070877,561
396556,0.092653,553
217855,0.074388,560
397670,0.088171,555
318861,0.143172,539
310454,0.032544,585
232628,0.168203,533
430928,0.059718,567
426555,0.089213,554
150884,0.086533,555
140432,0.12745,543
321530,0.067647,563
129603,0.033108,584
285255,0.116408,546
150593,0.039001,580
210447,0.084318,556
365901,0.254421,518
235369,0.05187,571
192207,0.07214,561
168726,0.134627,541
300023,0.12856,542
133356,0.091028,554
418289,0.043228,576
372529,0.032904,585
217746,0.066353,563
348720,0.051914,571
320055,0.015529,607
427261,0.147817,538
277341,0.080183,558
302188,0.123469,544
270897,0.04079,578
359132,0.147681,538
377921,0.071781,561
284107,0.031884,586
209179,0.029859,588
296812,0.121862,544
244192,0.054089,570
102484,0.095541,552
221418,0.045644,575
417298,0.025345,592
156530,0.083622,556
107060,0.031775,586
410344,0.078779,558
387924,0.220712,524
367491,0.127698,543
369417,0.050777,572
294189,0.13183,542
110999,0.0713,561
105273,0.098668,551
131196,0.090089,554
387558,0.025339,592
111179,0.145281,538
136943,0.081462,557
324143,0.287131,513
338879,0.14983,537
257516,0.042826,577
239898,0.126325,543
227394,0.061631,566
247324,0.10026,550
397598,0.148352,538
251389,0.160036,535
122550,0.234379,521
216943,0.209893,525
271478,0.089637,554
416204,0.070371,562
208589,0.14932,537
211980,0.069774,562
306213,0.041438,578
356496,0.128237,542
177496,0.061425,566
175603,0.089336,554
374414,0.104163,549
410843,0.095317,552
120866,0.124701,543
327685,0.077562,559
125062,0.032732,585
273374,0.100649,550
131096,0.074082,560
130864,0.066883,563
306861,0.140926,539
116254,0.044802,575
330724,0.039678,579
439516,0.120693,544
365377,0.097884,551
370644,0.04433,576
140303,0.077405,559
276493,0.016322,605
286020,0.015629,607
113436,0.035723,582
232561,0.016022,606
215243,0.025258,593
229317,0.02105,598
242073,0.045348,575
423130,0.059494,567
204166,0.085344,556
263251,0.143664,539
342330,0.038141,580
356605,0.061251,566
219310,0.063359,565
350245,0.096315,552
425256,0.10988,547
129634,0.028226,589
354721,0.021789,597
233322,0.081735,557
280013,0.077442,559
332971,0.046496,574
106059,0.042299,577
116150,0.092216,553
374749,0.049557,572
274767,0.047048,574
325172,0.03668,581
366514,0.058299,567
180687,0.061073,566
447086,0.047706,574
109528,0.088469,554
187744,0.020459,599
300428,0.064477,564
201177,0.077709,559
130764,0.066011,564
353880,0.134085,541
144009,0.086171,555
137374,0.034141,584
429826,0.032428,585
243945,0.045524,575
242476,0.065968,564
257243,0.10367,549
298069,0.06187,566
164787,0.113978,546
248983,0.042547,577
235385,0.074362,560
111508,0.068229,563
302961,0.036292,582
164051,0.149614,537
411303,0.07348,560
233185,0.079846,558
439823,0.049651,572
352381,0.097868,551
387736,0.089956,554
455864,0.125899,543
370194,0.061349,566
199060,0.066647,563
319425,0.024873,593
137279,0.093315,553
293638,0.074917,560
425127,0.100817,550
369009,0.123331,544
174877,0.057831,568
331146,0.235377,521
107689,0.075629,559
188063,0.218745,524
110186,0.06594,564
377706,0.130946,542
395466,0.065706,564
309187,0.109123,548
311432,0.044375,576
243125,0.104743,549
136386,0.028163,589
111495,0.047617,574
246184,0.045388,575
329158,0.062011,566
414707,0.092963,553
332705,0.031895,586
366403,0.082886,556
409050,0.047543,574
158595,0.08261,557
212521,0.061179,566
331766,0.021676,597
111871,0.08875,554
437401,0.143047,539
368568,0.039785,579
290924,0.019077,601
367146,0.028862,589
110436,0.05464,569
213681,0.132381,541
425893,0.120213,545
432740,0.182533,530
105311,0.060785,566
236374,0.129891,542
296787,0.118203,545
217610,0.064961,564
318691,0.065842,564
248793,0.073198,560
189142,0.12778,543
146536,0.050044,572
328008,0.037289,581
371814,0.121772,544
387838,0.19547,528
145567,0.042166,577
224273,0.067517,563
269346,0.102232,550
125857,0.098739,551
181874,0.038376,580
151379,0.11712,545
120843,0.066477,563
333228,0.12334,544
205220,0.170193,533
431425,0.096874,552
234180,0.063043,565
343447,0.067883,563
189549,0.056319,568
222335,0.092662,553
104358,0.097132,551
143656,0.140706,539
451728,0.03643,582
338765,0.015535,607
452224,0.069114,562
122197,0.065114,564
436740,0.059712,567
425004,0.055839,569
358090,0.075541,559
196287,0.081666,557
146923,0.0729,560
260368,0.049057,573
370514,0.056214,569
278900,0.141664,539
244444,0.097067,551
342961,0.137764,540
297376,0.05271,570
237040,0.061423,566
234792,0.076277,559
377232,0.069056,562
183235,0.130987,542
409678,0.069612,562
390244,0.068283,563
260259,0.063884,565
394016,0.178325,531
394307,0.155529,536
427777,0.161964,535
411457,0.086917,555
413482,0.050351,572
430881,0.03823,580
182587,0.060187,566
314148,0.046955,574
341057,0.060068,566
421124,0.142033,539
149324,0.053057,570
148428,0.020344,599
443845,0.071592,561
325975,0.179008,531
130094,0.06246,565
375955,0.090261,554
402881,0.0662,563
177155,0.058392,567
226420,0.05997,567
418855,0.086445,555
416075,0.11789,545
357373,0.117679,545
441923,0.050426,572
275543,0.11685,545
245112,0.036018,582
228643,0.169374,533
218724,0.086512,555
233703,0.107276,548
387335,0.088949,554
399642,0.085113,556
379899,0.030761,587
343766,0.137044,540
428418,0.129373,542
426722,0.089064,554
101523,0.057043,568
403629,0.120895,544
117689,0.09502,552
379677,0.105039,549
127958,0.046465,574
411954,0.064297,564
309850,0.186299,530
333009,0.055001,569
377603,0.106159,549
255654,0.036563,582
394458,0.051031,571
339128,0.077945,558
271684,0.047968,573
114133,0.270447,516
374596,0.039684,579
223502,0.163394,534
218044,0.07474,560
263682,0.107105,548
451779,0.024258,594
304919,0.089641,554
111570,0.165968,534
348650,0.019453,600
277160,0.014967,608
298808,0.126163,543
368529,0.024789,593
441718,0.039111,579
440232,0.03075,587
417909,0.063754,565
285614,0.045989,575
172589,0.067931,563
123378,0.15429,536
302823,0.04143,578
357219,0.08372,556
428638,0.075703,559
190114,0.05747,568
200040,0.079139,558
279783,0.199087,527
161822,0.053278,570
184052,0.078445,558
269427,0.064986,564
226711,0.059384,567
121328,0.052565,571
260681,0.082368,557
293747,0.044948,575
198915,0.124409,543
450906,0.086838,555
278375,0.042738,577
370314,0.058735,567
445608,0.098767,551
112082,0.042334,577
375737,0.087593,555
333481,0.037146,581
332696,0.16083,535
301365,0.129421,542
380089,0.245189,520
260293,0.220457,524
183930,0.146382,538
176122,0.075227,560
280496,0.062957,565
216976,0.052129,571
317509,0.057333,568
426557,0.104174,549
114807,0.240451,520
154631,0.104807,549
241584,0.056559,568
336510,0.060689,566
311510,0.162639,534
220979,0.105431,549
425180,0.043545,576
253648,0.20496,526
296717,0.112277,547
248995,0.026399,591
399384,0.065357,564
100698,0.106692,548
309201,0.099667,551
356403,0.055232,569
276482,0.09198,553
327973,0.083102,556
132683,0.063297,565
384109,0.13836,540
159291,0.052021,571
417525,0.042145,577
216705,0.053919,570
175553,0.146784,538
118165,0.03804,580
135177,0.051417,571
205265,0.060407,566
174588,0.056661,568
327875,0.059663,567
171549,0.106857,548
284589,0.048601,573
167924,0.038273,580
438962,0.12138,544
150859,0.027446,590
438452,0.09447,552
132368,0.049497,572
370536,0.064014,565
158689,0.035649,582
126898,0.046536,574
253972,0.073153,560
203315,0.032992,585
332112,0.085653,555
196770,0.105174,549
347201,0.080559,557
117885,0.040669,578
262723,0.105028,549
109312,0.035798,582
179950,0.011989,614
357803,0.130696,542
221897,0.04304,577
380810,0.151804,537
217396,0.059608,567
240299,0.029438,588
226046,0.209353,525
220207,0.0717,561
178322,0.060604,566
404730,0.088448,554
188118,0.109934,547
111470,0.045837,575
412352,0.044728,575
243093,0.116654,546
336498,0.069586,562
387772,0.184681,530
357715,0.058551,567
220361,0.087858,555
233974,0.080706,557
387946,0.083195,556
433556,0.037089,581
154064,0.143019,539
398986,0.086956,555
158656,0.034299,583
136809,0.063881,565
446678,0.058935,567
277361,0.078907,558
211176,0.032054,585
153648,0.030714,587
236591,0.048729,573
443564,0.132186,541
165271,0.073342,560
344627,0.094969,552
135303,0.104065,549
374766,0.107139,548
164368,0.062639,565
284094,0.06672,563
264813,0.060018,567
433991,0.124582,543
207276,0.07971,558
438286,0.041918,577
410050,0.087454,555
162155,0.07548,559
136101,0.07653,559
385514,0.049994,572
184197,0.059218,567
275911,0.048298,573
180645,0.039104,580
430074,0.269055,516
130377,0.047433,574
218481,0.092323,553
246221,0.093613,553
132418,0.026956,591
455366,0.038036,580
426191,0.040581,578
364295,0.10481,549
331448,0.158668,535
113839,0.022874,595
441359,0.138313,540
272759,0.161036,535
182806,0.11497,546
254529,0.051327,571
149645,0.144516,538
111973,0.072527,561
166324,0.06273,565
279259,0.096306,552
107844,0.112461,547
117290,0.131963,541
115305,0.086547,555
383070,0.041721,578
197629,0.076072,559
203621,0.190106,529
398117,0.075365,559
244107,0.023679,594
180953,0.085558,555
149208,0.092681,553
351627,0.058782,567
342117,0.04179,578
345721,0.066124,564
420673,0.041475,578
403640,0.07987,558
159169,0.077379,559
411418,0.064611,564
240715,0.112417,547
400835,0.052208,571
202596,0.026773,591
170028,0.10945,548
300502,0.078783,558
142535,0.105701,549
118011,0.052375,571
329315,0.045894,575
419489,0.012397,613
297866,0.078102,558
383834,0.081564,557
445258,0.051174,571
216236,0.098614,551
323535,0.080535,557
277534,0.033318,584
364715,0.047518,574
446442,0.031795,586
255915,0.015374,607
199565,0.20771,526
180108,0.035742,582
218592,0.069152,562
106682,0.062803,565
244161,0.160894,535
108101,0.047812,573
432288,0.043082,577
175510,0.092034,553
406342,0.043518,576
174638,0.081712,557
161034,0.039303,579
257047,0.114403,546
193412,0.10375,549
226583,0.071596,561
231665,0.046933,574
420685,0.065506,564
418410,0.078515,558
255747,0.055939,569
409494,0.182915,530
151583,0.096906,552
432032,0.026119,592
369337,0.042001,577
240890,0.036704,581
315324,0.05236,571
150524,0.120135,545
447861,0.029764,588
158880,0.062903,565
278929,0.023727,594
349222,0.014945,608
263545,0.060292,566
379045,0.069762,562
174923,0.156339,536
431384,0.016489,605
252446,0.068089,563
182614,0.120702,544
103502,0.061483,566
178661,0.038633,580
261108,0.089382,554
394329,0.119966,545
403652,0.03946,579
369142,0.132899,541
143048,0.038002,580
226327,0.072817,561
184221,0.058203,567
161221,0.048496,573
212214,0.055159,569
387267,0.061269,566
143884,0.042118,577
373485,0.038593,580
187587,0.047268,574
304605,0.079131,558
190325,0.037362,581
314379,0.13764,540
280881,0.039583,579
257195,0.033682,584
301190,0.2422,520
103746,0.192633,528
169795,0.036837,581
157085,0.025034,593
252204,0.035908,582
126661,0.051094,571
358641,0.049747,572
122463,0.069887,562
138349,0.044457,576
284469,0.0425,577
368387,0.055519,569
116328,0.096002,552
438097,0.054678,569
452307,0.123417,544
223175,0.087612,555
267527,0.101553,550
120376,0.081175,557
369384,0.039679,579
225618,0.170822,533
128190,0.076082,559
357571,0.162788,534
153657,0.057829,568
431840,0.073954,560
296823,0.125645,543
383628,0.086901,555
271579,0.033947,584
397220,0.076314,559
108576,0.103441,549
213255,0.181931,530
364664,0.081178,557
371801,0.053296,570
365953,0.175206,532
175895,0.122612,544
453276,0.02515,593
270406,0.031311,586
179147,0.06967,562
117090,0.028721,589
245975,0.063122,565
418712,0.093436,553
421910,0.058803,567
385590,0.050147,572
217982,0.089515,554
264313,0.062563,565
410560,0.073056,560
229476,0.109367,548
247689,0.085707,555
319316,0.049067,573
376453,0.009105,622
317013,0.123418,544
290533,0.03266,585
164253,0.062648,565
184184,0.103121,550
228178,0.069325,562
394035,0.090594,554
419046,0.093246,553
199451,0.058243,567
229581,0.033059,585
240822,0.102426,550
122626,0.059313,567
147285,0.095222,552
353105,0.202468,527
161747,0.056539,568
419739,0.084257,556
107735,0.018405,602
257098,0.020806,598
148689,0.027567,590
409395,0.033166,584
219173,0.073553,560
448303,0.067474,563
161659,0.080789,557
348302,0.068745,562
452647,0.147523,538
187702,0.104511,549
286093,0.039575,579
217275,0.114835,546
284912,0.133602,541
129663,0.222126,523
357692,0.092285,553
334039,0.040585,578
317274,0.054506,569
358645,0.052895,570
238379,0.045867,575
168858,0.084438,556
434243,0.081387,557
214031,0.097342,551
375504,0.040666,578
427235,0.027661,590
372248,0.059595,567
452504,0.06811,563
185266,0.092778,553
274443,0.117415,545
172382,0.063504,565
101154,0.043925,576
139594,0.089232,554
249593,0.026322,591
296657,0.046026,575
371936,0.069445,562
147079,0.065732,564
187052,0.108569,548
217317,0.039394,579
304223,0.079476,558
264262,0.073641,560
212323,0.105924,549
212694,0.04089,578
338353,0.17422,532
261315,0.04973,572
185199,0.104813,549
419751,0.062069,565
204067,0.040522,578
377822,0.044765,575
217779,0.038179,580
442302,0.088098,555
409086,0.04909,573
249187,0.060606,566
312656,0.054961,569
157374,0.027572,590
445011,0.190295,529
232252,0.089288,554
326975,0.05711,568
254322,0.050431,572
440064,0.068931,562
212100,0.019309,600
349734,0.114238,546
324083,0.02599,592
167070,0.042814,577
117629,0.142555,539
357198,0.050334,572
275138,0.088724,554
205869,0.051479,571
219169,0.087854,555
336047,0.160941,535
363592,0.046566,574
235631,0.025932,592
369206,0.048953,573
314469,0.034737,583
249180,0.140952,539
304284,0.10149,550
278200,0.024647,593
284148,0.100274,550
452859,0.075192,560
281029,0.052633,571
114766,0.048633,573
201312,0.049119,573
102108,0.246924,519
250252,0.107268,548
134229,0.066741,563
256154,0.177003,531
243810,0.065511,564
446317,0.068152,563
122101,0.161705,535
232841,0.101319,550
318095,0.097869,551
321612,0.072113,561
313310,0.119073,545
382608,0.154776,536
249637,0.028519,589
328791,0.124388,543
101871,0.180828,531
290735,0.123492,544
207988,0.07686,559
325385,0.033905,584
264276,0.078563,558
443518,0.102238,550
136180,0.029462,588
373359,0.027545,590
417838,0.128573,542
112490,0.121075,544
360380,0.113575,546
430623,0.24448,520
199717,0.026228,591
431141,0.06144,566
148569,0.109216,548
438221,0.023458,595
354498,0.181432,531
431124,0.093973,553
188166,0.067237,563
193172,0.135266,541
391785,0.163932,534
419160,0.063408,565
368776,0.04492,575
287988,0.077333,559
420399,0.077999,558
332507,0.043219,576
275296,0.045037,575
445441,0.053133,570
308917,0.14269,539
421183,0.095577,552
149098,0.0355,582
165573,0.061247,566
226598,0.048116,573
151979,0.079784,558
396645,0.089622,554
243872,0.070511,562
127771,0.166437,534
126153,0.051574,571
201513,0.102602,550
343782,0.049936,572
228845,0.038303,580
226390,0.051116,571
417813,0.129241,542
278317,0.069899,562
265200,0.150106,537
141934,0.093578,553
159432,0.029266,588
232454,0.107852,548
124819,0.059462,567
409785,0.172716,532
139296,0.052196,571
304082,0.075923,559
306104,0.038172,580
258075,0.213229,525
282868,0.032642,585
178202,0.051802,571
402202,0.100758,550
128475,0.064887,564
187015,0.090519,554
151923,0.110514,547
336210,0.060202,566
392596,0.048185,573
362667,0.054864,569
178694,0.080666,557
139203,0.097287,551
234396,0.088802,554
384391,0.080838,557
215867,0.085801,555
204651,0.069643,562
318314,0.080151,558
402120,0.032021,585
297122,0.037917,580
203553,0.039581,579
340634,0.20121,527
245044,0.072285,561
368876,0.032247,585
177261,0.047932,573
160222,0.2844,514
189130,0.013616,611
258936,0.106374,549
200512,0.029845,588
344272,0.104031,549
104998,0.040498,578
330039,0.062328,565
391802,0.157391,536
203443,0.086117,555
364129,0.079652,558
321539,0.0722,561
144122,0.044672,575
274945,0.068554,562
374032,0.056716,568
404271,0.047071,574
256935,0.022043,597
245404,0.03554,582
271474,0.037288,581
117196,0.18183,531
338492,0.159043,535
290446,0.066298,563
165372,0.072696,561
426171,0.117048,545
174194,0.078401,558
268140,0.221928,523
135619,0.05513,569
183651,0.049521,572
325827,0.144496,538
403538,0.088254,555
350470,0.230264,522
106571,0.020075,599
141788,0.043393,576
